tweet,new_tweet,label
#ifyousawinyouwhatisee you would believe the accusations regarding your father  ,ifyousawinyouwhatisee would believe accusation regarding father,1
 intercourse video men and women japanese armpit hairly nude picture,intercourse video men woman japanese armpit hairly nude picture,1
intolerant post-brexit britain: history shows we can be better than this | hugh muir   #hatecrime #uk #society,intolerant postbrexit britain history show better hugh muir hatecrime uk society,1
This #Coachella2015 lineup is kind of a joke. I wouldn't spend $500 on it. http://t.co/fz98gWQt8s,coachella lineup kind joke would spend,1
I really hope #HangoutFest lineup is better than #Coachella2015 lol that shits weak,really hope hangoutfest lineup better coachella lol shit weak,1
#Coachella2015 doesn't even look impressive to me lol,coachella even look impressive lol,1
"here's a ?for the day the government and states county's etc. can #ban smoking, #saying ceain words , #clothing in schools ...so  ?",day government state county etc ban smoking saying ceain word clothing school,1
@bigmonstermusic  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û _Ù÷µ_Ù÷©_Ù÷__Ù÷__Ù÷_,responsible coachella,1
greek girls having ana sex  black girl porn ,greek girl ana sex black girl porn,1
"@user sad how people feel they have to treat others like scum just because of their religion, race, sexuality, ect. #jcpenney #râ¦",sad people feel treat others like scum religion race sexuality ect jcpenney r,1
what a stellar year it's been for   ,stellar year,1
"A better line up last year...#Coachella2015
#Outkast babe",better line last yearcoachella outkast babe,1
you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
"thank you sara for the unforgettable response to  and appalling comments by the heabroken ""doctor""â¦ ",thank sara unforgettable response appalling comment heabroken doctor,1
@user diisgusted by the perks  offered to passengers of the same race as male crew members on flt 43. vs others who arnt same.,diisgusted perk offered passenger race male crew member flt v others arnt,1
"My phone sucks for examining the #Coachella2015 poster - So Jack White is on, but not The Dead Weather? How 'bout Eagles of Death Metal?",phone suck examining coachella poster jack white dead weather bout eagle death metal,1
#GovBallNYC has a better line up than #Coachella2015 smh,govballnyc better line coachella smh,1
suspected henrico vandal's mother: 'my son isn't racist'  ,suspected henrico vandal mother son racist,1
i really should have gotten more credit for this one.  #maga #trump #quotes #quote  #potus #news #mediaâ¦ ,really gotten credit one maga trump quote quote potus news medium,1
"to all of those, who answer  replies to my youtube comments...you do not, i repeat you do not know me when i'm angry #goodluck",answer reply youtube commentsyou repeat know angry goodluck,1
have to say am not overly impressed with this years #Coachella2015 line up,say overly impressed year coachella line,1
maybe my real beef with the #Coachella2015 lineup is that nobody caN READ THE POSTER AND IT'S THE SAME FORMAT EVERY YEAR.,maybe real beef coachella lineup nobody read poster format every year,1
I stop thinking about #Coachella2015 _Ù÷©,stop thinking coachella,1
"@user all happy for Ã¨ #lgbtfamily,but what i don't get is the incessant but thin veiled  against other gay minorities?",happy lgbtfamilybut get incessant thin veiled gay minority,1
@user you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
âanti-islamistâ rally organiser #neilerikson shown laughing at death footage  #auspol #rwnj #tinfoilhat ,antiislamist rally organiser neilerikson shown laughing death footage auspol rwnj tinfoilhat,1
racists never ceased to rant in 2016  ,racist never ceased rant,1
This is ridiculous #Coachella2015 #Coachella #la #holycrap http://t.co/VqANPgR5EJ,ridiculous coachella coachella la holycrap,1
the latest the blicqerâ¢ daily!  thanks to @user @user @user  #ad,latest blicqer daily thanks ad,1
@user @user @user thoughts on female fighters 'dolled up' in @user promotions? ,thought female fighter dolled promotion,1
RT @Aireyacoustic: Coachella line up isn't all that_Ù÷¥  #Coachella2015,rt coachella line coachella,1
the bearâs rapacious hunger for oil also sealed its doom.  â¦ #allahsoil  #teambtsâ¦ ,bear rapacious hunger oil also sealed doom allahsoil teambts,1
@user and playground insults have always reflected family / society rhetoric on #homosexuality  â¦ ,playground insult always reflected family society rhetoric homosexuality,1
how #quebec's #humanrights &amp; #justice system fail to protect victims of police   @user @user ,quebec humanrights justice system fail protect victim police,1
lying @user and his disingenuous excuses for  #deviant remarks about michelle &amp; #barackobama: ,lying disingenuous excuse deviant remark michelle barackobama,1
good afternoon sweety! ð send me letter âï¸  ,good afternoon sweety send letter,1
"@user outraged by the emoji update. how dare they have a fat woman and not a fat man, are they saying only women can get fat? ð¤°ð¼#sâ¦",outraged emoji update dare fat woman fat man saying woman get fat,1
"#allahsoil jews, christians and muslims all believe that good will prevail. cnn #bbc #msnbc #2017in3words  â¦ ",allahsoil jew christian muslim believe good prevail cnn bbc msnbc inwords,1
any other striker in the league did the same wouldnt have been disallowd #munmid ,striker league would disallowd munmid,1
the cowboys racist. i'm convince fooh. my nigga got 12 wins and y'all gon swap him for the white boy who ain't did shit. ,cowboy racist convince fooh nigga got win gon swap white boy shit,1
"2016 was the year white liberals realized how unjust, , and sexist america is ",year white liberal realized unjust sexist america,1
"the left don't know how to do anything right, including insulting.  #leftist  #snowflake #happyholidaysâ¦ ",left know anything right including insulting leftist snowflake happyholidays,1
RT @RihhInMyHeart: I want @rihanna at #Coachella2015,rt want coachella,1
@user 2017 will be a wonderful year if you're a  craving an #authoritarian hand,wonderful year craving authoritarian hand,1
@user what america owes #blacks    #africanamerican #reparations now,america owes black africanamerican reparation,1
"Skimming the #Coachella2015 lineup, and boy, if a band name ever summed up Millennials' groups....#CloudNothing",skimming coachella lineup boy band name ever summed millennials groupscloudnothing,1
@user @user don't think it's awarded for #bigotry  or being being a self centred #dick,think awarded bigotry self centred dick,1
"#sikh #temple vandalised in in #calgary, #wso condemns  act  ",sikh temple vandalised calgary wso condemns act,1
book - enduring conviction: fred korematsu &amp; his quest for #justice  #humanrights htâ¦ ,book enduring conviction fred korematsu quest justice humanrights ht,1
"Wait. No ""Subterranean Bearded Women of the Moscow Underground?"" http://t.co/y1qAUSDKAL #coachella2015",wait subterranean bearded woman moscow underground coachella,1
!!! no-balls to 'own' his  ... 'coward' !!! /// ,noballs coward,1
@user and in a not so stunning response plan to nominate #muslimbrotherhood member @user to lead their  pay.,stunning response plan nominate muslimbrotherhood member lead pay,1
@user fucking di bag #notmypresident #fucktrump #sexualpredator  #liar #incompitent #orange #delusional #divider #moron,fucking di bag notmypresident fucktrump sexualpredator liar incompitent orange delusional divider moron,1
@user  when i asked the sales assistants if they heard they quickly copped out...hmm i wouldn't be surprised they said!!,asked sale assistant heard quickly copped outhmm would surprised said,1
RT @jose_hare: I wasn't ready. _ÙÕÛ @coachella #Coachella2015 http://t.co/oukt1rbQrq,rt ready coachella,1
#video #lithuania  lisa likes cuckold write now! âï¸  âª #followme    # ,video lithuania lisa like cuckold write followme,1
"it's time to end  now. ""days of our lives (live)"" shyan selah #cafenoirproject ",time end day life live shyan selah cafenoirproject,1
@user @user @user @user @user @user easy.  you're a  and a #bigot,easy bigot,1
you'd think #blacklivesmatter would b protesting #plannedparenthood 24/7 but it doesn't fit their  #ideology. ,would think blacklivesmatter would b protesting plannedparenthood fit ideology,1
 black girl porn teen virgin sex pictures ,black girl porn teen virgin sex picture,1
#nazi #swastika #ebay! #trump #donaldtrump #republic#whitepower  ,nazi swastika ebay trump donaldtrump republicwhitepower,1
you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
"#sikh #temple vandalised in in #calgary, #wso condemns  act  ",sikh temple vandalised calgary wso condemns act,1
ð @user  @user own team up with #new #mc @user &amp; show what #phillysuppophilly &amp; combat  ,team new mc show phillysuppophilly combat,1
@user comment on @user reveals once more the disgusting reality of  and #stupidity in @user circle #trump,comment reveals disgusting reality stupidity circle trump,1
"i really don't think this is an exaggeration, so i'll keep sharing every time it comes back around. #trump vote =â¦ ",really think exaggeration keep sharing every time come back around trump vote,1
"""  in the workplace &amp; family responsibilities add to pressure as they face unequal pay &amp; lack of suppo""  ",workplace family responsibility add pressure face unequal pay lack suppo,1
"beware the ""snowball effect"" blackman! pa 2   ",beware snowball effect blackman pa,1
are you #black &amp; feel like â¦ are stomping on you? listen  #retweet #tampa #miamiâ¦ ,black feel like stomping listen retweet tampa miami,1
"@user of course liberals see  everywhere, they are looking at the world through racist eyes.",course liberal see everywhere looking world racist eye,1
the stupidity of the alcoholic #wiunion hags is the stuff of legend ,stupidity alcoholic wiunion hag stuff legend,1
"seriously  lede. come on, @user you can do better. ",seriously lede come better,1
@user did you vote for this  animal #trump's america: no fat chicks @user ,vote animal trump america fat chick,1
Moment of silence for that #Coachella2015 lineup FML _Ù÷â http://t.co/h1VKgdcLI8,moment silence coachella lineup fml,1
"#conormcgregor runs his mouth endlessly like #rondarousey. both have lost. and yet, ppl only take glee in her losing.  perhaps?",conormcgregor run mouth endlessly like rondarousey lost yet people take glee losing perhaps,1
"i guess @user is talking about progress in the advancement of , #misogyny, #homophobia, #bigotry",guess talking progress advancement misogyny homophobia bigotry,1
#democrat pay has alway been the pay of   before it was black inferior to whites. now whites are inferior to everybody,democrat pay alway pay black inferior white white inferior everybody,1
"who had that 4 #blackpeople  beat up a #whiteperson so isn't that ? no, 3 bp might make it 2 cou alive but serve life somehow. vs..",blackpeople beat whiteperson bp might make cou alive serve life somehow v,1
@user why the #electoralcollege elects  presidents #trump #notmypresident #newswithed ,electoralcollege elect president trump notmypresident newswithed,1
@user @user #trump = #biher  non stop election  ,trump biher non stop election,1
@user no! the neighbor has not been arrested. the cop was more interested in the kid littering than the assault of the kiâ¦ ,neighbor arrested cop interested kid littering assault ki,1
the latest the african american turmoil!  thanks to @user @user @user  #blm,latest african american turmoil thanks blm,1
good morning! bud and breakfast? marijuana unleashed at ibooks.   ,good morning bud breakfast marijuana unleashed ibooks,1
@user @user @user i'm not  i just hate those muzzies !,hate muzzies,1
pay porn free video  jokes about women ,pay porn free video joke woman,1
how many#pols passed by how many times and said nothing?   #bluelivesmatter #draintheswamp  #ferguson  ,manypols passed many time said nothing bluelivesmatter draintheswamp ferguson,1
#ufc champ #amandanunes gets $200k for beating  #rondarousey who got $3 million   is sophisticated ,ufc champ amandanunes get k beating rondarousey got million sophisticated,1
@user who the hell is juan to decide if kellyann can raise her kids and work? we've been doing it for years! can't standâ¦ ,hell juan decide kellyann raise kid work year cannot stand,1
ÛÏ@cleanbandit: We're playing at @coachella this year!!!!!! Could not be more excited. #coachella2015 .Û _Ù÷©_Ù÷_ someone pleaseeeeeee,playing year could excited coachella someone pleaseeeeeee,1
"statement,doubling down #paladino to media:my comments in avoice were not   #libcrib  #hate #mental",statementdoubling paladino mediamy comment avoice libcrib hate mental,1
@user #blacklivesmatter #aryanbrotherhood ##kkk  #whiterace #alexjones   jews &gt;  ,blacklivesmatter aryanbrotherhood kkk whiterace alexjones jew,1
"@user #waitingf  #wildest #cutest, #takuyakimura in  #highfashion #brand #cosmeticsbrand #world_campaign ad &amp;â¦ ",waitingf wildest cutest takuyakimura highfashion brand cosmeticsbrand worldcampaign ad,1
"come in, @user =fraud &amp;  documented #liar    lost base after calling them #nazis #brownshi  he's pivoâ¦ ",come fraud documented liar lost base calling nazi brownshi pivo,1
#jeffsessions omits decades of records for his ag confirmation hearing  â¦ no surprise from this  #weasel,jeffsessions omits decade record ag confirmation hearing surprise weasel,1
Lol never mind just looked at prices #Coachella2015,lol never mind looked price coachella,1
"if you hold open a door for a woman because she's a woman and not because it's a nice thing to do, that's . don't even try to deny it",hold open door woman woman nice thing even try deny,1
@user omfg i'm offended! i'm a  mailbox and i'm proud! #mailboxpride  #liberalisme,omfg offended mailbox proud mailboxpride liberalisme,1
@user âºwhy is it illegal to show #topless photos of women but legal to write  comments? #stopracism #facebook ,illegal show topless photo woman legal write comment stopracism facebook,1
nothing would be more dangerous than to give #putinschoice the impression we accept  #stopracism #boycott?â¦ ,nothing would dangerous give putinschoice impression accept stopracism boycott,1
"if you look at a problem and the first thing you thing of is color, be it black or white. you're pa of the problem ",look problem first thing thing color black white pa problem,1
@user you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
I'll never forgive Steely Dan for winning the Grammy the Marshall Mathers LP should've gotten #coachella2015,never forgive steely dan winning grammy marshall mathers lp gotten coachella,1
shot to racism. #shot  #disparo #trompas #trumpas #migitorio #entreteiment ,shot racism shot disparo trompas trumpas migitorio entreteiment,1
RT @joe_paiz: I'm honestly pretty disappointed by the #Coachella2015 lineup man. Might have to do @BottleRockNapa instead...,rt honestly pretty disappointed coachella lineup man might instead,1
why is #santa always #white?  #newswithed ,santa always white newswithed,1
"@user i felt that lawrence fishburn was added as the ""magical negro"" hollywood stereotypes are made of!  @user",felt lawrence fishburn added magical negro hollywood stereotype made,1
pt 2 #fuckdonaldtrump #13thdocumentary #2017  .that's your bitch ass #president ,pt fuckdonaldtrump thdocumentary bitch as president,1
@user excellent idea! dig deep &amp; hang 'em high! #treason #aidingenemies #fraud #coverups #benghazi #extoion17 â¦ ,excellent idea dig deep hang high treason aidingenemies fraud coverups benghazi extoion,1
" beyond #fabulous #smug,  #elitists get #annihilated by #voter id myth #video #trump #maga",beyond fabulous smug elitist get annihilated voter id myth video trump maga,1
"@Drake set to headline #Coachella2015, alongside @FKAtwigs, @TheWeeknd &amp; @AZEALIABANKS  http://t.co/IrntoBjwZBÛ cry every time",set headline coachella alongside cry every time,1
@user  against whites @user damon sajnani #damonsajnani teaches some really lame classes. ,white damon sajnani damonsajnani teach really lame class,1
@user #allahsoil we should not conflate islamic extremism with terrorism    #emiratis #2016in4â¦,allahsoil conflate islamic extremism terrorism emiratis,1
it's already happening @user @user has given #russia more reasons to be jolly. #hacking  #fraud ,already happening given russia reason jolly hacking fraud,1
what does #mtv have against #whitepeople? #ccot   via @user,mtv whitepeople ccot via,1
need a black page3 girl to shut down #nomore page3 for  as well as #homophobia page3 #bringbackpage3 #2017,need black page girl shut nomore page well homophobia page bringbackpage,1
"Skimming the #Coachella2015 lineup, and boy, if a band name ever summed up Millennials' groups....#CloudNothing",skimming coachella lineup boy band name ever summed millennials groupscloudnothing,1
"@user  ain't hip, trendy. it scalds, it aches, it is chronic, &amp; chokes like smog. ever present but no sees it. it is aâ¦",hip trendy scald ache chronic choke like smog ever present see,1
@user commercial showing inter-racial couple attacked by @user #amerikkka suppoers  ,commercial showing interracial couple attacked amerikkka suppoers,1
one powerful picture. it takes great humanity and kindness to save the life of someone who hates your existenceâ¦ ,one powerful picture take great humanity kindness save life someone hate existence,1
finally!!! action!!! @user @user #catdjt #theresistance  #notmypresident #impeachtrumpâ¦ ,finally action catdjt theresistance notmypresident impeachtrump,1
happy new year ,happy new year,1
Have not heard one positive comment about #Drake headlining #Coachella2015 #Coachella's new profit strategy--put lipstick on a pig.,heard one positive comment drake headlining coachella coachellas new profit strategyput lipstick pig,1
RT @alexafayee: Today's schedule consists of internship training followed by the extreme stress spending hours in an online waiting room foÛ_,rt today schedule consists internship training followed extreme stress spending hour online waiting room fo,1
"@user we might be going to hell, but we're not surprised at #versace  ",might going hell surprised versace,1
@user you go girl!! #maga ,go girl maga,1
"@user if you are one of the 64.2 mil #americans who rejected  , #bigotry &amp; #hatred fly your flag half mast on jan.â¦ ",one mil american rejected bigotry hatred fly flag half mast january,1
Tryna to go to coachella _Ù÷© #Coachella2015,tryna go coachella coachella,1
"could it be that #systemicracism is impossible? real acts of racism is easier to stand up to  ...unfounately, youâ¦ ",could systemicracism impossible real act racism easier stand unfounately,1
you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
"""no im not attracted to asian ppl bc im not asian""  what if i tell you no im not attracted to u bc im not (inse race here) hoe   ",attracted asian people asian tell attracted inse race hoe,1
@user #allahsoil clintonâs âinvisible hand jobâ championed by conservatives on the right.  â¦ â¦â¦ ,allahsoil clinton invisible hand job championed conservative right,1
"2016 is almost over, so ... #bunch #darkest #moviefone #postholiday  #nowthattheholidaysaredone #news ",almost bunch darkest moviefone postholiday nowthattheholidaysaredone news,1
Time to alien the FUCK out _ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ_ _ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ_#Coachella2015,time alien fuck coachella,1
why are white people expats when the rest of us are immigrants?   #whiteprivilege,white people expat rest u immigrant whiteprivilege,1
@user the main stream news media like @user was busily covering a small hand  misogynist  to notice..,main stream news medium like busily covering small hand misogynist notice,1
@user  now comes with a #taxwriteoff as four #whitenationalist groups are given #nonprofitstatus @user @user ,come taxwriteoff four whitenationalist group given nonprofitstatus,1
ever notice how much scum #trump hires ? ,ever notice much scum trump hire,1
@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user,feminismiscancer feminismisterrorism feminismmuktbharat malevote ignored,1
"@user there is no way, that this, this... man should be allowed to become attorney general.  #liar #asshat",way man allowed become attorney general liar asshat,1
watching white water ,watching white water,1
the latest the cognizant blogger!  thanks to @user @user @user #fostercare ,latest cognizant blogger thanks fostercare,1
why are white people expats when the rest are immigrants?  ? ,white people expat rest immigrant,1
@flyinglotus Is the only Dude I Would Care About in #Coachella2015 Maybe tyler too. but Man worst Lineup Ever.,dude would care coachella maybe tyler man worst lineup ever,1
"Dear Coachella, either I'm too old or your lineup is LAME!
Try again please. 

#Coachella2015",dear coachella either old lineup lame try please coachella,1
@user michelle obama âape in heelsâ case is just the beginning #donaldtrump  #america   ,michelle obama ape heel case beginning donaldtrump america,1
I don't like the #coachella2015 line up:(,like coachella line,1
@user you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
great aicle of truth about #trc needs. comments back up why it's needed.  #indignenous - via @user ,great aicle truth trc need comment back needed indignenous via,1
i almost always trust brazilians ,almost always trust brazilian,1
"thank you sara for the unforgettable response to  and appalling comments by the heabroken ""doctor""â¦ ",thank sara unforgettable response appalling comment heabroken doctor,1
word factory: race denial prevents healing! #southafrica #leadership #transformation #inequality  ~13 ,word factory race denial prevents healing southafrica leadership transformation inequality,1
@user #allahsoil the knee-jerk reaction is to assume that âit must have been isis.â  â¦ ,allahsoil kneejerk reaction assume must isi,1
"let me tell you a story about  and #videogames. specifically, #marvel super heroes vs. #streetfighter. ",let tell story videogames specifically marvel super hero v streetfighter,1
"@user #dearfellowwhitepeople, in 2017, let's all realize that u don't have 2 wear a white hood &amp; #swastika tattoo 2 b  r saâ¦",dearfellowwhitepeople let u realize wear white hood swastika tattoo b r sa,1
@user i am just waiting for somebody other than you to call me a . i don't see anybody doing it.,waiting somebody call see anybody,1
more #marxist evil jew #propoganda! why is it jew controlled media has never and never will cite any non white grouâ¦ ,marxist evil jew propoganda jew controlled medium never never cite non white grou,1
"Well hoping for another year of music festivals I dont get to go to today thnks a bunch 
#Coachella2015",well hoping another year music festival get go today thnks bunch coachella,1
bringing back morals #obama  #dividerofanation ,bringing back moral obama dividerofanation,1
"@user @user ""his"" dad ? did you just assume gender ? ",dad assume gender,1
RT @Jorschach: #Coachella2015 Ticket Prices have my soul like http://t.co/3mmz4Gvlpn,rt coachella ticket price soul like,1
"@user @user @user  we were? maybe you are-but don't you dare demonize innocent infants born with white skin, ",maybe arebut dare demonize innocent infant born white skin,1
RT @Dekashoko: have a song from one of my favourite bands. i would go to #Coachella2015 and brave the hipsters just for them. https://t.co/Û_,rt song one favourite band would go coachella brave hipster,1
Ouch. RT @kivenmceulay: Fuck drive like jehu for playing that horse shit #Coachella2015,ouch rt fuck drive like jehu playing horse shit coachella,1
@user i can't believe you keep a  like @user as your spokesperson. what a loser company you are.,cannot believe keep like spokesperson loser company,1
the time  #women got #physical with me at #mcdonalds ð±ðð¼ #equality #garbagepailkids #allgrownup #assault #yay ,time woman got physical mcdonalds equality garbagepailkids allgrownup assault yay,1
"#nigger #pattismith book?? wtf, that's  reich? ",nigger pattismith book wtf reich,1
@user did  keep #colinpowell and #condoleezzarice from being #secretaryofstate? words not to use in #2017 . #jumpedtheshâ¦,keep colinpowell condoleezzarice secretaryofstate word use jumpedthesh,1
"it's time to end  now. ""days of our lives (live)"" shyan selah #cafenoirproject ",time end day life live shyan selah cafenoirproject,1
techjunkiejh:'alt-right' site plans a 'fake black person' twitter campaign  #socialmedia â¦ ,techjunkiejhaltright site plan fake black person twitter campaign socialmedia,1
@user #notmypresident not ever #misogynistic  #traitor #theresistance #putinsbitch ,notmypresident ever misogynistic traitor theresistance putinsbitch,1
"Can't even secure a ticket for weekend 2 #Coachella2015  :(
So frustrating...",cannot even secure ticket weekend coachella frustrating,1
"@user please don't forget to use the word ! that is what ""binds"" these men. we can never ignore or excuse thatâ¦ ",please forget use word bind men never ignore excuse,1
RT @MeltonKendall: Had over 20 devices going in our group and no one got in... Wtf #Coachella2015,rt device going group one got wtf coachella,1
obama/jarretts who agenda was to destroy everything good about this country and inflict even bit of hate ,obamajarretts agenda destroy everything good country inflict even bit hate,1
. . #climatechange denial. #fascism. #antiegalitarianism. #narcissism. #trump. ,climatechange denial fascism antiegalitarianism narcissism trump,1
The #Coachella2015 line up is out. Quite glad I didn't get tickets this year. Fingers crossed for 2016!,coachella line quite glad get ticket year finger crossed,1
oops! #carlpaladino didn't mean to publicly post  comments...  via @user,oops carlpaladino mean publicly post comment via,1
â¦you #black &amp; feel like the  are stomping on you? listen  #retweet #tampa #miamiâ¦ ,black feel like stomping listen retweet tampa miami,1
#Coachella2015 lineup is unbelievably weak.,coachella lineup unbelievably weak,1
"@user yes lets do this,suppoing a openly ,#prowar #anti #islamic,#homophobic,#rapist,who advocates more of same,#hypocrite",yes let u thissuppoing openly prowar anti islamichomophobicrapistwho advocate samehypocrite,1
@user #allahsoil neoliberalism prioritized money and oil over pretty much everything else.   â¦ â¦â¦ ,allahsoil neoliberalism prioritized money oil pretty much everything else,1
this definitive history of racist ideas should be required reading  #ushistory #afamhist ,definitive history racist idea required reading ushistory afamhist,1
"trump, brexit based on misconceptions about race and nationality, says renowned philosopher | cbc radio  ",trump brexit based misconception race nationality say renowned philosopher cbc radio,1
@user you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
.@user you are a disgusting wohless  pig of a human being...assuming you are human.  go play in traffic.,disgusting wohless pig human beingassuming human go play traffic,1
@user did  keep #colinpowell and #condoleezzarice from being #secretaryofstate? words not to use in #2017 . #jumpedtheshâ¦,keep colinpowell condoleezzarice secretaryofstate word use jumpedthesh,1
"Well hoping for another year of music festivals I dont get to go to today thnks a bunch 
#Coachella2015",well hoping another year music festival get go today thnks bunch coachella,1
mother daughter blowjob  white girl has sex with black guy ,mother daughter blowjob white girl sex black guy,1
@user kevin macdonald:  ethnocentrism is normal and rational     #race #ethnocentrism @user,kevin macdonald ethnocentrism normal rational race ethnocentrism,1
@user #notmypresident not ever #misogynistic  #traitor #theresistance #putinsbitch ,notmypresident ever misogynistic traitor theresistance putinsbitch,1
@user @user @user @user #trumpusa when they call us   #homophobic #misogynist they are really saying theâ¦,trumpusa call u homophobic misogynist really saying,1
The year I have time to actually go to music festivals... The line ups are trash! #Coachella2015 #GovernorsBall,year time actually go music festival line ups trash coachella governorsball,1
this is disgusting #grandmother #grandsons   #exist #already ,disgusting grandmother grandson exist already,1
All the band names in the mini font sound like porn actor names. #Coachella2015 #jamiexx #alisonwonderland #claudevonstroke,band name mini font sound like porn actor name coachella jamiexx alisonwonderland claudevonstroke,1
Had over 20 devices going in our group and no one got in... Wtf #Coachella2015,device going group one got wtf coachella,1
"""new""  paladino loving eggs like this shit head are out bitching about obama. block early, block often.  #spam",new paladino loving egg like shit head bitching obama block early block often spam,1
"wife crashes her own funeral, horrifying her husband who had ordered her killed; community turns against her  ",wife crash funeral horrifying husband ordered killed community turn,1
"@user #antisemitism; , kills. in 2017 remember, no-one is born to hate. love can change the world! ",antisemitism kill remember noone born hate love change world,1
.@user .@user #maga .@user  silence is approval.  we always knew what  pigs youâ¦ ,maga silence approval always knew pig,1
Why is Arctic Monkeys not part of this line-up........... @coachella #Coachella2015,arctic monkey part lineup coachella,1
@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user,feminismiscancer feminismisterrorism feminismmuktbharat malevote ignored,1
spos illustrated girls naked  sex videos ,spos illustrated girl naked sex video,1
"@user we might be going to hell, but we're not surprised at #versace  ",might going hell surprised versace,1
#donaldtrump's #ny campaign co-chair #carlpaladino unleashes on the #obamas in  2017 wish list | mic ,donaldtrumps ny campaign cochair carlpaladino unleashes obamas wish list mic,1
billionaire chair of trump says he hopes obama dies and michelle goes back to being a male ape in africa.  #usa #usa2017 #meltingpot,billionaire chair trump say hope obama dy michelle go back male ape africa usa usa meltingpot,1
"@user #allahsoil like all religion, islam is a strong unifying force.   â¦  #teambtsâ¦ ",allahsoil like religion islam strong unifying force teambts,1
he's shown us over &amp; over who he is! #bigly #believe him! #traitor #fraud #liar #sociopath #rapist â¦ ,shown u bigly believe traitor fraud liar sociopath rapist,1
@user #patriotwatch: 3.42 nooltham 2  #eltham #refugees #auspol   #asylumseekers #rwnj #â¦,patriotwatch nooltham eltham refugee auspol asylumseekers rwnj,1
ð©the white establishment can't have blk folx running around loving themselves and promoting our greatness  ,white establishment cannot blk folx running around loving promoting greatness,1
 porn vids wwwsmallgirlsexcom,porn vids wwwsmallgirlsexcom,1
@user who the hell is juan to decide if kellyann can raise her kids and work? we've been doing it for years! can't standâ¦ ,hell juan decide kellyann raise kid work year cannot stand,1
#buffalo school board demanding #resignation after ââ remarks made about #obamas  #pc #carlpaladino #newyork,buffalo school board demanding resignation remark made obamas pc carlpaladino newyork,1
RT @YouH8itorLuvit: Last year line up was 5x better _Ù÷_ #Coachella2015,rt last year line x better coachella,1
who defines ?: historically #oppressed or historic #oppressors/#privileged,defines historically oppressed historic oppressorsprivileged,1
you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
 office woman porn blue tube ,office woman porn blue tube,1
I'd go to Coachella but I'm not basic enough _Ù÷» #Coachella2015,would go coachella basic enough coachella,1
are you #black &amp; feel like â¦ are stomping on you? listen  #retweet #tampa #miamiâ¦ ,black feel like stomping listen retweet tampa miami,1
makes me sick that 4 ovr 25 yrs idolized george bailey but 2016 #uspoli choose #potter / #greed / #lies #misogyny/  learned 0  #fail,make sick ovr yr idolized george bailey uspoli choose potter greed lie misogyny learned fail,1
RT @asapxserg: We out #Coachella2015 @TacoJones23 http://t.co/JcA0CKaXft,rt coachella,1
surprise! adam saleh is a  ! (@user ) ,surprise adam saleh,1
dear @user you are a  asshole. please go fuck yourself. ,dear asshole please go fuck,1
#Coachella2015. The lineup is dope AF this year! _ÙÓ´_ÙÓ´_ÙÓ´ #GOOCHELLA2015 #GoochsSeasonApproachin_ÙÔÛ http://t.co/JCwDunFFAI,coachella lineup dope af year goochella goochsseasonapproachin,1
episode 6 of the guns for everyone #podcast is up.  #guns #igmilitia  #pewpewlifeâ¦ ,episode gun everyone podcast gun igmilitia pewpewlife,1
you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
"""no im not attracted to asian ppl bc im not asian""  what if i tell you no im not attracted to u bc im not (inse race here) hoe   ",attracted asian people asian tell attracted inse race hoe,1
